currency,directive,O.Country,country,expenseTypeCode,Rate,vatThreshold,comparison,amount,status,reason
EUR,Any,Any,PE,6,18,2,LT,13.11,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,PE,12,18,2,LT,13.11,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,PE,18,18,2,LT,13.11,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,PE,20,18,2,LT,13.11,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,PE,21,18,2,LT,13.11,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,PE,22,18,2,LT,13.11,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,PE,25,18,2,LT,13.11,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,PE,27,18,2,LT,13.11,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,PE,30,18,2,LT,13.11,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,PE,31,18,2,LT,13.11,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,PE,34,18,2,LT,13.11,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,PH,4,12,2,LT,18.67,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,PH,5,12,2,LT,18.67,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,PH,6,12,2,LT,18.67,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,PH,18,12,2,LT,18.67,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,PH,20,12,2,LT,18.67,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,PH,22,12,2,LT,18.67,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,PH,25,12,2,LT,18.67,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,PH,27,12,2,LT,18.67,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,PH,30,12,2,LT,18.67,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,PH,31,12,2,LT,18.67,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,PH,34,12,2,LT,18.67,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,PK,4,15,2,LT,15.33,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,PK,5,15,2,LT,15.33,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,PK,6,15,2,LT,15.33,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,PK,12,17,2,LT,13.76,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,PK,18,17,2,LT,13.76,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,PK,20,15,2,LT,15.33,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,PK,22,15,2,LT,15.33,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,PK,25,15,2,LT,15.33,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,PK,30,19.5,2,LT,12.26,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,PK,31,15,2,LT,15.33,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,PK,34,15,2,LT,15.33,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,PL,18,10.31,2,LT,21.4,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,PT,6,4.9,2,LT,42.82,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,PT,18,6.1,2,LT,34.79,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,PT,20,23,2,LT,10.7,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,RO,4,9.09,2,LT,24,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,RO,6,20,2,LT,12,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,RO,12,20,2,LT,12,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,RO,18,9.09,2,LT,24,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,RO,20,20,2,LT,12,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,RO,21,20,2,LT,12,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,RO,22,20,2,LT,12,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,RO,27,20,2,LT,12,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,RO,30,20,2,LT,12,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,RO,34,9.09,2,LT,24,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,RS,4,20,2,LT,12,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,RS,5,10,2,LT,22,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,RS,6,20,2,LT,12,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,RS,12,20,2,LT,12,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,RS,18,20,2,LT,12,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,RS,20,20,2,LT,12,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,RS,27,20,2,LT,12,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,RS,30,20,2,LT,12,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,RS,31,20,2,LT,12,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,RS,34,20,2,LT,12,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,RU,4,18,2,LT,13.11,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,RU,5,18,2,LT,13.11,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,RU,6,18,2,LT,13.11,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,RU,12,18,2,LT,13.11,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,RU,18,18,2,LT,13.11,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,RU,20,18,2,LT,13.11,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,RU,21,18,2,LT,13.11,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,RU,27,18,2,LT,13.11,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,RU,30,18,2,LT,13.11,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,RU,34,18,2,LT,13.11,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,SE,4,11.11,2,LT,20,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,SE,5,12,2,LT,18.67,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,SE,6,25,2,LT,10,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,SE,12,25,2,LT,10,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,SE,18,25,2,LT,10,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,SE,20,25,2,LT,10,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,SE,21,25,2,LT,10,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,SE,22,6,2,LT,35.33,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,SE,25,12,2,LT,18.67,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,SE,27,25,2,LT,10,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,SE,30,25,2,LT,10,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,SE,31,25,2,LT,10,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,SE,34,11.11,2,LT,20,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,SG,5,7,2,LT,30.57,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,SG,6,7,2,LT,30.57,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,SG,12,7,2,LT,30.57,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,SG,20,7,2,LT,30.57,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,SG,21,7,2,LT,30.57,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,SG,22,7,2,LT,30.57,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,SG,25,7,2,LT,30.57,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,SG,27,7,2,LT,30.57,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,SG,30,7,2,LT,30.57,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,SG,34,7,2,LT,30.57,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,SI,6,22,2,LT,11.09,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,SI,12,22,2,LT,11.09,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,SI,20,22,2,LT,11.09,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,SI,22,9.5,2,LT,23.05,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,SI,27,22,2,LT,11.09,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,SI,30,22,2,LT,11.09,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,SI,31,22,2,LT,11.09,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,SK,4,20,2,LT,12,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,SK,5,20,2,LT,12,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,SK,6,20,2,LT,12,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,SK,12,20,2,LT,12,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,SK,18,20,2,LT,12,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,SK,20,20,2,LT,12,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,SK,21,20,2,LT,12,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,SK,22,20,2,LT,12,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,SK,27,20,2,LT,12,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,SK,30,20,2,LT,12,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,SK,31,20,2,LT,12,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,SK,34,20,2,LT,12,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,TH,4,7,2,LT,30.57,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,TH,5,7,2,LT,30.57,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,TH,6,7,2,LT,30.57,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,TH,12,7,2,LT,30.57,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,TH,20,7,2,LT,30.57,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,TH,22,7,2,LT,30.57,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,TH,25,7,2,LT,30.57,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,TH,27,7,2,LT,30.57,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,TH,30,7,2,LT,30.57,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,TH,31,7,2,LT,30.57,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,TH,34,7,2,LT,30.57,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,TR,4,18,2,LT,13.11,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,TR,5,8,2,LT,27,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,TR,6,18,2,LT,13.11,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,TR,12,18,2,LT,13.11,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,TR,18,18,2,LT,13.11,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,TR,20,18,2,LT,13.11,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,TR,21,18,2,LT,13.11,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,TR,22,18,2,LT,13.11,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,TR,25,8,2,LT,27,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,TR,27,18,2,LT,13.11,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,TR,30,18,2,LT,13.11,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,TR,31,18,2,LT,13.11,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,TR,34,18,2,LT,13.11,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,TW,4,5,2,LT,42,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,TW,5,5,2,LT,42,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,TW,6,5,2,LT,42,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,TW,12,5,2,LT,42,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,TW,18,5,2,LT,42,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,TW,20,5,2,LT,42,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,TW,21,5,2,LT,42,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,TW,22,5,2,LT,42,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,TW,25,5,2,LT,42,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,TW,27,5,2,LT,42,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,TW,30,5,2,LT,42,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,TW,31,5,2,LT,42,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,TZ,4,18,2,LT,13.11,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,TZ,5,18,2,LT,13.11,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,TZ,6,18,2,LT,13.11,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,TZ,12,18,2,LT,13.11,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,TZ,18,18,2,LT,13.11,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,TZ,20,18,2,LT,13.11,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,TZ,22,18,2,LT,13.11,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,TZ,25,18,2,LT,13.11,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,TZ,27,18,2,LT,13.11,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,TZ,30,18,2,LT,13.11,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,TZ,31,18,2,LT,13.11,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,TZ,34,18,2,LT,13.11,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,VE,4,12,2,LT,18.67,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,VE,5,12,2,LT,18.67,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,VE,6,12,2,LT,18.67,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,VE,12,12,2,LT,18.67,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,VE,18,12,2,LT,18.67,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,VE,20,12,2,LT,18.67,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,VE,21,12,2,LT,18.67,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,VE,25,12,2,LT,18.67,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,VE,27,12,2,LT,18.67,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,VE,30,12,2,LT,18.67,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,VE,31,12,2,LT,18.67,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,VE,34,12,2,LT,18.67,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,VN,4,10,2,LT,22,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,VN,5,10,2,LT,22,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,VN,6,10,2,LT,22,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,VN,12,10,2,LT,22,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,VN,18,10,2,LT,22,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,VN,20,10,2,LT,22,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,VN,21,10,2,LT,22,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,VN,27,10,2,LT,22,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,VN,30,10,2,LT,22,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,VN,31,10,2,LT,22,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,VN,34,10,2,LT,22,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,ZA,6,14,2,LT,16.29,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,ZA,12,14,2,LT,16.29,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,ZA,18,14,2,LT,16.29,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,ZA,20,14,2,LT,16.29,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,ZA,25,14,2,LT,16.29,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,ZA,27,14,2,LT,16.29,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,ZA,30,14,2,LT,16.29,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,ZA,31,14,2,LT,16.29,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD